Artista,Cancion,Ranking,Pais
Dlala Thukzin,Sohlala Sisonke,13,South Africa
Mjolisi,My Dululu,14,South Africa
Freak Nasty,Da' Dip (ORIGINAL),15,South Africa
Deejay Bino & Teebay RSA,Isdakwa,16,South Africa
Enchan,Very Sad,17,South Africa
Omkhaya M.M.S,Ngifuna wena,18,South Africa
Felo Le Tee & Scotts Maphuma & Thabza Tee,Yebo Lapho (Gogo) Edit (feat. DJ Maphorisa & Djy Biza),19,South Africa
Manana,Little Things,20,South Africa
Biggy Lass & NatiQ106 & Jashmir,This Is How We Celebrate,21,South Africa
MEYY,Pretty (Sped Up),22,South Africa
Halcyon Days & Halcyon Days,4.33 (Original Mix),23,South Africa
The Kid LAROI,BABY I'M BACK,24,South Africa
Jovanie,Happy Birthday,25,South Africa
TitoM & Yuppe,"Tshwala Bam (feat. S.N.E, EeQue)",26,South Africa
SKUNK,VLOG Dramatic Calming BGM(1390605),27,South Africa
Kabza De Small,Amalanga Aw'fani,28,South Africa
Alphaville,Forever Young,29,South Africa
Megan Thee Stallion,Mamushi (feat. Yuki Chiba),30,South Africa
Akon,Akon's Beautiful Day,31,South Africa
Kolisiøn,3 Segundos De Gloria,32,South Africa
Guchi & Loud Behaviour,Notice Me,33,South Africa
Q Twins,Nhliziyo Yami,34,South Africa
Victony,Risk,35,South Africa
Brenden Praise & Free 2 Wrshp,God you keep on blessing me,36,South Africa
Zhazahfab,Inie stilter,37,South Africa
Jeffrey Osborne,The Family,38,South Africa
Sabrina Carpenter,Taste,39,South Africa
Sevyn Streeter,It Won't Stop (feat. Chris Brown) [EP Version],40,South Africa
фрози & joyful,bounce (i just wanna dance),42,South Africa
Harry Cane & Eemoh,Vula Sekele,43,South Africa
Nontokozo Mkhize,Moyongcwele,44,South Africa
Surf Curse,Disco,45,South Africa
Sanele Jama,Izikanogwaja Sezikhona,46,South Africa
DJ TPZ & Lady Sphesh,Skhiya Senhliziyo,47,South Africa
Sanele Jama,Hhalala,48,South Africa
Sevdaliza & Pabllo Vittar & Yseult,Alibi,49,South Africa
Ciara & Chris Brown,How We Roll,50,South Africa
Usimamane & Sjava,Uvalo,51,South Africa
Bruno Portinho Trilhas para filmes,Funny Song,52,South Africa
HENNY C,TEKA TEKA,53,South Africa
ENNYMAN DA GUITAR,Remake,54,South Africa
Tommy Richman,MILLION DOLLAR BABY (VHS),55,South Africa
Mawelele & Kwesta,All My Life,56,South Africa
Q Twins,Sobonana,57,South Africa
JP Cooper,The Only Reason,58,South Africa
Shandesh & Naleboy Young King,Skeem Saka,59,South Africa
Johnny Depp & Helena Bonham Carter,By the Sea (Highlights Version),60,South Africa
Billie Eilish,LUNCH,61,South Africa
Aphex Twin,QKThr,62,South Africa
Mandisi Dyantyis,NguMama,63,South Africa
Blaq Major,Dali (feat. BLESS THE GENTLEMAN & DJ KAP),64,South Africa
Lwah Ndlunkulu,Ithuba,65,South Africa
Dlala Thukzin & Funky Qla & Zee Nxumalo,Ama Gear,66,South Africa
JEFF_OFFICIAL,Kasongo yeye,67,South Africa
Josué Novais Piano Worship,Boundless Worship,68,South Africa
Altitude Music / BMGPM,Principles Of Uncertainty (STEM licks),69,South Africa
Kmat,"MKK (feat. CowBoii, djygubzin.live & Ranger)",70,South Africa
Altitude Music / BMGPM,Downstream (STEM synth 1),72,South Africa
Nicki Minaj & Ice Spice & Aqua,Barbie World (with Aqua) [From Barbie The Album] [Extended],73,South Africa
Thandeka Radebe,Wozani,74,South Africa
Sphithiphithi Dlamini,Ziyakhala,75,South Africa
ISOKA LEY'NTOMBI,ISTUFUZA,76,South Africa
The King Khan & BBQ Show,Love You So,77,South Africa
Gold-Tiger,Funny,78,South Africa
Caiiro,Ndisize,79,South Africa
NOURI,Change in Your Name,80,South Africa
GloRilla & Sexyy Red,WHATCHU KNO ABOUT ME,81,South Africa
Jamie Foxx & Quvenzhané Wallis & Rose Byrne,I Don't Need Anything But You (2014 Film Version),82,South Africa
Sanele Jama,Loluthando Olwamazulu,83,South Africa
Khathapillar & Sol Phenduka & Smash SA,Diqabang,84,South Africa
Max-Music,Sad Music,85,South Africa
Shekhinah & Kyle Deutsch,Back To The Beach,86,South Africa
CeCe Winans,Goodness Of God [Live],87,South Africa
FETISH,Come Check This (Quickie Edit),88,South Africa
Spirit Of Praise,Asikho Isikhali - Live,89,South Africa
Sam Smith,Money On My Mind,90,South Africa
Blue Ivy & SAINt JHN & Beyoncé & Wizkid,BROWN SKIN GIRL,91,South Africa
Issa sisdoh,Vuma dlozi lami,92,South Africa
3Steps,Ngiyaz'fela,93,South Africa
Mannywellz,Ouu wee (brown),94,South Africa
Kamuela Kahoano,Mama Loves You,95,South Africa
Lil Tjay,Sex Sounds,96,South Africa
YANII,Ngiyamthanda,97,South Africa
Tollan Kim,Aesthetic,98,South Africa
Lady Gaga & Bruno Mars,Die With A Smile,99,South Africa
ChubbyCheeks,Kuyabongwa,100,South Africa
ROSÉ & Bruno Mars,APT.,1,South Korea
Yiseo Han,현재진행형,2,South Korea
Lay Bankz,Left Cheek (Doo Doo Blick),3,South Korea
Homies,NOSAE NOSAE,4,South Korea
aespa,Whiplash,5,South Korea
HAEWON,Maru is a Puppy,6,South Korea
GINTA & ODAKEi,UCHIDA 1,7,South Korea
Odetari,KEEP UP,8,South Korea
BILLISOUND,학교로 가,9,South Korea
Zachz Winner,doodle - Slowed,10,South Korea
LeeHi,H.S.K.T. (Feat. Wonstein),11,South Korea
BGM President,참나 어이가 없어서,12,South Korea
WINTER,The First Moment (Heartsping : Teenieping of Love Original Soundtrack),13,South Korea
LEE BUM JUN,너의 흔적이 가득한 여름,14,South Korea
Frédéric Chopin,Nocturne No.2 in E-flat Major Op.9 No.2,15,South Korea
낯설,to.,16,South Korea
JunyTony,귀여워 미치겠송,17,South Korea
EXO,첫 눈 The First Snow - Sped Up,18,South Korea
heheonni,먹을거야 말리지마,19,South Korea
SSaW,Bravo My Life (Atmos MIX),20,South Korea
KIXO,"사랑이 죄야? - Feat. 10CM, B.I (sped up)",21,South Korea
Icy Light,Grieg / Morning Mood 02 (Full Oke LP version)(899765),22,South Korea
서영은,가을이 오면,23,South Korea
KATSEYE,Touch,24,South Korea
Catch! Teenieping,Teenieping song,25,South Korea
Alphaville,Forever Young,26,South Korea
JeA,Greedyy (Feat. 문별 of 마마무),27,South Korea
이제규,미룬이,28,South Korea
(sic)boy,Heartache,29,South Korea
4 MILLIONS,경찰차 - 구급차,30,South Korea
Tsubaki & Sweet William,街から街,31,South Korea
하이니,기분 좋은 날,32,South Korea
Yyeon,이제 우리 꿈에서만 만나,33,South Korea
Zion.T,No Make Up,34,South Korea
PXLWYSE,Eu Sento Gabu!,35,South Korea
GYE0M,사랑 없이 사는게 왜 그렇게 어려울까요,36,South Korea
фрози & joyful,bounce (i just wanna dance),37,South Korea
EXO,첫 눈 The First Snow,38,South Korea
예빛,Only You,39,South Korea
TAESABIAE,별이 되나봐 (feat. 한지은),40,South Korea
Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),41,South Korea
Kim Na Young,다른 누구 말고 너야,42,South Korea
Jin,Running Wild,43,South Korea
The King Khan & BBQ Show,Love You So,44,South Korea
Benito,What the Hell,45,South Korea
LE SSERAFIM,CRAZY,46,South Korea
마리탱,가장 예쁜 별을 너에게,47,South Korea
BGM President,브금의 숲,48,South Korea
Alaina Castillo,pocket locket,49,South Korea
YEONJUN,GGUM,50,South Korea
Oh Si Young,So Pretty,51,South Korea
Beltran,Smack Yo',52,South Korea
YENA,NEMONEMO,53,South Korea
Zachz Winner,doodle,54,South Korea
Gold-Tiger,Funny,55,South Korea
G-DRAGON,POWER,56,South Korea
Primary,"question mark (Feat. CHOIZA Of Dynamicduo, Zion.T)",58,South Korea
Chan (찬) & 기원 (Giwon),Don't hang up (demo),59,South Korea
거북이,빙고,60,South Korea
가은,꾸밈없는 우리의 젊음을 사랑해 (Inst.),61,South Korea
Megan Thee Stallion,Mamushi (feat. Yuki Chiba),62,South Korea
ziproom,Dive,63,South Korea
검정치마,EVERYTHING,64,South Korea
YOUNGTAK,FORM,65,South Korea
fromis_9,Supersonic,67,South Korea
BGM President,귀염뽀짝,68,South Korea
위아더나잇,티라미수 케익,69,South Korea
JENNIE,Mantra,70,South Korea
이혜진 (HEY JINI),힘들때 위로가 되는 노래(疲惫时可以成为安慰的歌曲),71,South Korea
마리탱,좋은 일이 있을 거야,72,South Korea
The Black Skirts,Till The End Of Time,73,South Korea
Churry,빗물에 너를 떠나보내고,74,South Korea
포지션,그해 겨울은...,75,South Korea
SoBerBoi,♡ ᶫᵒᵛᵉᵧₒᵤ ♡,76,South Korea
제이레빗,바람이 불어오는 곳,77,South Korea
Kolisiøn,3 Segundos De Gloria,78,South Korea
Jason LoCricchio,Join the Team-Backing Track,79,South Korea
Zion.T,Yanghwa BRDG - Instrumental,80,South Korea
QWER,My Name is Malguem,81,South Korea
Loco & Punch,Say Yes - Instrument,82,South Korea
Фрози & 33nimb,Afro Jazz (slowed),83,South Korea
Tommy Richman,MILLION DOLLAR BABY (VHS),84,South Korea
Halcyon Days & Halcyon Days,4.33 (Original Mix),85,South Korea
서이브(SEO EVE),마라탕후루(Malatanghulu),86,South Korea
CXSPER,Yasashi (Slowed),88,South Korea
精神感染体,Track in Time (Cover Dennis Kuo),89,South Korea
Jang Yoon-Jeong,너무 좋아 좋아,90,South Korea
Lady Gaga & Bruno Mars,Die With A Smile,91,South Korea
фрози & joyful,bounce (i just wanna dance) (sped up),92,South Korea
BaB,너를 사랑해 어떤 말로도 부족해,93,South Korea
Sevdaliza & Pabllo Vittar & Yseult,Alibi,94,South Korea
Lah Pat,Rodeo (Solo),95,South Korea
탑현,나에게 그대만이,96,South Korea
LINE FRIENDS,맛있어 맛있어,97,South Korea
Polodared,BABY (feat. MIRANI) (Sped Up),98,South Korea
Modern Talking,Brother Louie Mix '98 (feat. Eric Singleton) (Radio Edit),99,South Korea
Aurel Surya Lie,Cute,100,South Korea
FloyyMenor,PELIGROSA,1,Spain
Standly,Pégate,2,Spain
Kapo,Ohnana,4,Spain
Felix Tena,Tonight,5,Spain
Karina y Marina & Hugo23 & Sennior,Bombon Karina VS Sennior,6,Spain
Darell,Sexy Sensual,7,Spain
Omar Courtz & De La Rose,Q U E  V A S  H A C E R  H O Y ?,8,Spain
Alphaville,Forever Young,9,Spain
Karina y Marina & Hugo23 & Sennior,Bombon Karina VS Hugo23,10,Spain
NESYA,delulu,11,Spain
Mariah Carey,All I Want for Christmas Is You,12,Spain
Myke Towers & benny blanco,DEGENERE,13,Spain
Gold-Tiger,Funny,14,Spain
Surf Curse,Disco,15,Spain
Vines,being loved isn't the same as being understood,16,Spain
Kapo,UWAIE,18,Spain
Frédéric Chopin,Nocturne No.2 in E-flat Major Op.9 No.2,19,Spain
KAROL G,Si Antes Te Hubiera Conocido,20,Spain
Los Sufridos & Bad Gyal,Duro De Verdad pt.2,21,Spain
Clarent & Mora,IA,22,Spain
"Clean Bandit,Zara Larsson",Symphony,23,Spain
Y2K SPORTS,Doner Kebab Nacho Alejandro Garnacho,24,Spain
Israel Amador,TAN MALA 2,25,Spain
Kobe Mane & SoyFlowers,Olympo Rave,26,Spain
Walls,haz lo que quieras conmigo (Parte 1),27,Spain
Cano,Se Pone Las Nike,29,Spain
Yan Block & TORRRES,Yo sé,30,Spain
Las Rodes & Liderj,Tarará,31,Spain
Rochy RD & Myke Towers & Nicki Nicole,Ella No Es Tuya (Remix),32,Spain
Sabrina Carpenter,Taste,33,Spain
Música de Fondo Colección,Tristeza y Pena,34,Spain
Punch-Drunk Love,He Needs Me,35,Spain
Gloveity,10分間の深海の呼吸,37,Spain
El Burger & Kobe Mane & kyozeh,GodKKilla,38,Spain
Disturbed,The Sound of Silence (CYRIL Remix),39,Spain
MC Xangai & Dj Davy Felipe & DJ TAK VADIÃO,Hoje em Dia é Difícil Encontrar (Versão BH),40,Spain
Topo Gigio,Hasta Mañana Que Descansen Bien,41,Spain
Myke Towers,TAMBIÉN,42,Spain
my head is empty,i was only temporary,43,Spain
neozilla,Inspirational,44,Spain
Aphex Twin,QKThr,45,Spain
Odetari,KEEP UP,46,Spain
El Alfa & Nfasis,ESTE,47,Spain
Villano Antillano & Nesi,Títeres - Ft. Nesi,48,Spain
No Doubt,Just A Girl,49,Spain
Enchan,Very Sad,50,Spain
The King Khan & BBQ Show,Love You So,51,Spain
Modern Talking,Brother Louie Mix '98 (feat. Eric Singleton) (Radio Edit),52,Spain
Quevedo & Aitana,GRAN VÍA,53,Spain
Don Omar,Dutty Love,54,Spain
RAMKY EN LOS CONTROLES & Roze Oficial,SALE SOLA,55,Spain
Karina y Marina & Hugo23 & Sennior,TO-TO,56,Spain
Madcon,Don't Worry (with Ray Dalton) [Radio Edit],57,Spain
Josué Novais Piano Worship,Boundless Worship,58,Spain
JC Reyes & Papi Paler & Elilluminari,Los Canijitos Feos,59,Spain
Antonio Orozco,Estoy Hecho De Pedacitos De Ti,60,Spain
Ghost Killer Track & Kidd Keo,Celine (with Kidd Keo),61,Spain
PeriTune,Halloween ・ cute horror song,62,Spain
Tiago PZK & Anitta & Emilia,Alegría,63,Spain
Drake,Toosie Slide,64,Spain
Yami Safdie & Lasso,En Otra Vida,65,Spain
DJ Kayz & Keblack & Naza,Com'dab (feat. Keblack & Naza),67,Spain
The Lonely Tree,Killswitch Lullaby (Slowed + Reverb),68,Spain
Øneheart & reidenshi,snowfall,69,Spain
Ogryzek,AURA,70,Spain
Dj Rumbero518,Rumbas Portuguesas,71,Spain
Klim,Toa Toa,72,Spain
Monchini,Por Que Tu No Lo Dejas,73,Spain
JC el Diamante,Fotitos,74,Spain
DM Production,Christmas Is Coming,75,Spain
Karina y Marina & Jose Seron,La Reina de YouTube,76,Spain
Tollan Kim,Aesthetic,77,Spain
Lady Gaga & Bruno Mars,Die With A Smile,78,Spain
HUMBE,KINTSUGI,79,Spain
Lt FitzGibbons Men,Monkeyshine-JP,80,Spain
David Bisbal,Todo Es Posible En Navidad,81,Spain
3KTrack,"Christmas song ""Let's decorate""",82,Spain
Karina y Marina & Hugo23 & Sennior,TOTO Karina vs Hugo23,83,Spain
takaya,"Suspense, horror, piano and music box",84,Spain
Bobby Helms,Jingle Bell Rock,85,Spain
Brenda Lee,Rockin' Around The Christmas Tree,86,Spain
Jordan Adetunji,KEHLANI,87,Spain
GRECAS,ReLaMiDo,88,Spain
ROSÉ & Bruno Mars,APT.,89,Spain
Omar Courtz & Rauw Alejandro,S E X P L A Y L I S T 1,90,Spain
Lenny Tavárez,No Quiere Amor (Remix),91,Spain
Charlie Jeer,Her Eyes,92,Spain
renzo ed & ELAGGUME,COLOCARTELO,94,Spain
elaggume & Fauna Music & Vainy,PELEAMOS,95,Spain
Esperón,Vamos a Ser Felices,96,Spain
Saiko & Bryant Myers,ESKELETO,97,Spain
Veaceslav Draganov,Inspiring Triumphant Trailer,98,Spain
Nicki Minaj,Anaconda,99,Spain
Dj Samir & Fyex,Montagem Rave Eterno,100,Spain
Odetari,KEEP UP,1,Sweden
Aphex Twin,QKThr,2,Sweden
WZ Beat,Beat Automotivo Tan Tan Tan Viral,3,Sweden
Vici Fagan,RIDE,4,Sweden
Freak Nasty,Da' Dip (ORIGINAL),5,Sweden
John Mackk,Pose For Me (feat. Natalie Nunn) [Remix],6,Sweden
Prilla Generalen,Fitta och kebab,7,Sweden
NESYA,delulu,8,Sweden
BoBa & Malik Dalasi,Vanilj,9,Sweden
Yasin,Cecilia Lind,10,Sweden
Sabrina Carpenter,Taste,11,Sweden
Y4ska & Jireel & ROMANOS,DNA,12,Sweden
Sarettii,I Might,13,Sweden
ADAAM & Dizzy & Trobi,SAHBI,14,Sweden
Yeah Yeah Yeahs,Maps,15,Sweden
Surf Curse,Disco,16,Sweden
Alphaville,Forever Young,17,Sweden
"Clean Bandit,Zara Larsson",Symphony,18,Sweden
Tony Matterhorn,Dutty Whine,19,Sweden
Don Toliver,NEW DROP,20,Sweden
Sam Austins,Seasons,21,Sweden
unknown,eating sound,22,Sweden
Gigi Perez,Sailor Song,23,Sweden
Charlie Jeer,Her Eyes,24,Sweden
DJ Lucas Beat & Sia & MC Matheuzim,MTG DA SIA - ANGEL BY THE WINGS,25,Sweden
Charli xcx,Apple,26,Sweden
Lilla Al-Fadji,JALLA DET ÄR FREDAG,27,Sweden
Gold-Tiger,Funny,28,Sweden
Piero Piccioni,Western Music: Arizona Dreaming,29,Sweden
my head is empty,i was only temporary,30,Sweden
Betsy & Мария Янковская,Sigma Boy - Сигма Бой,31,Sweden
Dolly Style,Cherry Gum,32,Sweden
Gaboro,HEAVEN & HELL,33,Sweden
No Doubt,Just A Girl,34,Sweden
Ballinciaga,Sigg,35,Sweden
Merveille,Paqueta,36,Sweden
JT,Intro (Hope),37,Sweden
もつ,Nocturne (Chopin) calm piano solo,38,Sweden
Anis Don Demina,Uno Dos Tres Shurda,39,Sweden
Michael Bublé,It's Beginning to Look a Lot like Christmas,40,Sweden
Nicki Minaj,Anaconda,41,Sweden
Icy Light,Grieg / Morning Mood 02 (Full Oke LP version)(899765),42,Sweden
Lt FitzGibbons Men,Monkeyshine-JP,43,Sweden
Lil Liquorice,Npc ahh,44,Sweden
Søte og Rare Gutter,Samme for meg (Ute Nu),45,Sweden
Montana,Ya Zina,46,Sweden
Punch-Drunk Love,He Needs Me,47,Sweden
Sam Smith,Money On My Mind,48,Sweden
ROSÉ & Bruno Mars,APT.,49,Sweden
Papi Santana & Kid Canady,Genom Fönstret,50,Sweden
Lady Gaga & Bruno Mars,Die With A Smile,51,Sweden
Clavier,Hinoki Wood,52,Sweden
Gadi Dahan & Omri Mordehai,Monkey Banana,53,Sweden
LIAMOO & Klara Hammarström,Make a Wish,54,Sweden
Mariah Carey,All I Want for Christmas Is You,55,Sweden
Rasmus Gozzi & BJÖRNLIGAN,B.L.O.W,56,Sweden
Tigergutt101,Se på meg,57,Sweden
Justin Bieber,Life Is Worth Living,58,Sweden
Tollan Kim,Aesthetic,59,Sweden
23,HOLD UP,60,Sweden
Molly Sandén & Victor Leksell,Lost and found,61,Sweden
Brenda Lee,Rockin' Around The Christmas Tree,62,Sweden
Johnny Depp & Helena Bonham Carter,By the Sea (Highlights Version),63,Sweden
The Kid LAROI,BABY I'M BACK,64,Sweden
Elias Afen & Henkebooi & DJ Sebe,Elias han är trogen,65,Sweden
Enchan,Very Sad,66,Sweden
The King Khan & BBQ Show,Love You So,67,Sweden
Gabriela Bee,MAYBE,68,Sweden
Zeke Pujols,Who Can Blame Her,69,Sweden
Kimya Dawson,You Love Me,70,Sweden
Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),71,Sweden
Platon Davydov,Dramatic Sad Violin,72,Sweden
Tonsatt,När man festar festar man,73,Sweden
Ogryzek,AURA,74,Sweden
Lonnex,losing,75,Sweden
Lola Young,Messy,76,Sweden
Modern Talking,Brother Louie Mix '98 (feat. Eric Singleton) (Radio Edit),77,Sweden
Salvatore Ganacci,Take Me To America,78,Sweden
DM Production,Christmas Is Coming,79,Sweden
Hunter Metts,Weathervane,80,Sweden
Subway Surfers,SUBWAY SURFERS  (Main Theme),81,Sweden
VC Barre,Italien,82,Sweden
Tollan Kim,Chill Vibes,83,Sweden
1940s Music,In A Sentimental Mood,84,Sweden
Adrian,7AM - Slowed + Reverb,85,Sweden
Sabrina Carpenter,Bed Chem,86,Sweden
girl in red,we fell in love in october,87,Sweden
Chase Atlantic,Swim,88,Sweden
Marvin Gaye,Let's Get It On,89,Sweden
uniqe & nkeeei & ARTEM SHILOVETS,ГЛАМУР,90,Sweden
25,F*CK MINA OPPS,91,Sweden
Ariis,FUNK DO BOUNCE (Slowed),92,Sweden
Joakim Lundell,All I Need - Acoustic Version,93,Sweden
Mozzy & Iamsu!,Famous (I'm the One),94,Sweden
Laufey,Santa Baby,95,Sweden
GloRilla & Sexyy Red,WHATCHU KNO ABOUT ME,96,Sweden
Italian Restaurant Music of Italy,Italian Dinner Party,97,Sweden
PeriTune,Halloween ・ cute horror song,98,Sweden
Adventures Of Stevie V,Dirty Cash (Money Talks) - Sold Out 7 Inch Mix,99,Sweden
MEYY,Pretty (Sped Up),100,Sweden
WZ Beat,Beat Automotivo Tan Tan Tan Viral,1,Switzerland
Alphaville,Forever Young,2,Switzerland
Frédéric Chopin,Nocturne No.2 in E-flat Major Op.9 No.2,3,Switzerland
Surf Curse,Disco,4,Switzerland
Gold-Tiger,Funny,5,Switzerland
Odetari,KEEP UP,6,Switzerland
NESYA,delulu,7,Switzerland
Disturbed,The Sound of Silence (CYRIL Remix),8,Switzerland
Aphex Twin,QKThr,9,Switzerland
Mariah Carey,All I Want for Christmas Is You,10,Switzerland
Freak Nasty,Da' Dip (ORIGINAL),11,Switzerland
Ogryzek,AURA,12,Switzerland
my head is empty,i was only temporary,13,Switzerland
Enchan,Very Sad,14,Switzerland
Tollan Kim,Aesthetic,15,Switzerland
Don Toliver,NEW DROP,16,Switzerland
Tommy Richman,MILLION DOLLAR BABY (VHS),17,Switzerland
Sabrina Carpenter,Taste,18,Switzerland
FloyyMenor,PELIGROSA,19,Switzerland
Yeah Yeah Yeahs,Maps,20,Switzerland
Sam Austins,Seasons,21,Switzerland
Ariis,FUNK DO BOUNCE (Slowed),22,Switzerland
DM Production,Christmas Is Coming,23,Switzerland
Lt FitzGibbons Men,Monkeyshine-JP,24,Switzerland
Michael Bublé,It's Beginning to Look a Lot like Christmas,25,Switzerland
Lady Gaga & Bruno Mars,Die With A Smile,27,Switzerland
Veaceslav Draganov,Inspiring Triumphant Trailer,28,Switzerland
Øneheart & reidenshi,snowfall,29,Switzerland
KALEO,Way down We Go,30,Switzerland
BCD Studio,Ready,31,Switzerland
ROSÉ & Bruno Mars,APT.,32,Switzerland
Chase Atlantic,Swim,33,Switzerland
Brenda Lee,Rockin' Around The Christmas Tree,34,Switzerland
"Clean Bandit,Zara Larsson",Symphony,35,Switzerland
Tollan Kim,Chill Vibes,36,Switzerland
No Doubt,Just A Girl,37,Switzerland
Zeke Pujols,Who Can Blame Her,38,Switzerland
neozilla,Inspirational,39,Switzerland
Skeete,Woah Woah,40,Switzerland
SoundAudio,Danger,41,Switzerland
Spiritual Gardens,Natural Beauty,42,Switzerland
Josué Novais Piano Worship,Boundless Worship,43,Switzerland
PeriTune,Halloween ・ cute horror song,44,Switzerland
Adrian,7AM - Slowed + Reverb,45,Switzerland
MC Mablo Dos Paredões,Relaxed (Sped Up),46,Switzerland
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,47,Switzerland
AK 33 & SIL3A,Iba3ash,48,Switzerland
Clavier,Idea 10,49,Switzerland
Sam Smith,Money On My Mind,50,Switzerland
DOMANSED,Magic Glockenspiel,51,Switzerland
Gigi Perez,Sailor Song,52,Switzerland
Y2K SPORTS,Doner Kebab Nacho Alejandro Garnacho,53,Switzerland
Shirin David,bauch beine po,54,Switzerland
DJ Lucas Beat & Sia & MC Matheuzim,MTG DA SIA - ANGEL BY THE WINGS,55,Switzerland
MEYY,Pretty (Sped Up),56,Switzerland
Tinashe,Nasty,57,Switzerland
Akon,Akon's Beautiful Day,58,Switzerland
Theodora & Jeez Suave,KONGOLESE SOUS BBL,59,Switzerland
Modern Talking,Brother Louie Mix '98 (feat. Eric Singleton) (Radio Edit),60,Switzerland
Kevin MacLeod,Monkeys Spinning Monkeys,61,Switzerland
takaya,"Suspense, horror, piano and music box",62,Switzerland
The King Khan & BBQ Show,Love You So,63,Switzerland
MC Xangai & Dj Davy Felipe & DJ TAK VADIÃO,Hoje em Dia é Difícil Encontrar (Versão BH),64,Switzerland
Johnny Depp & Helena Bonham Carter,By the Sea (Highlights Version),65,Switzerland
yo suzuki(akisai),"Funny video ""Carmen Prelude"" Arranging weakness(836530)",66,Switzerland
Medina,Bon Appetit,67,Switzerland
John Mackk,Pose For Me (feat. Natalie Nunn) [Remix],68,Switzerland
Tyla,PUSH 2 START,69,Switzerland
Eternxlkz,SLAY!,70,Switzerland
NXY0TAR0,PORSCHE,71,Switzerland
Gloveity,10分間の深海の呼吸,72,Switzerland
Punch-Drunk Love,He Needs Me,73,Switzerland
Jordan Adetunji,KEHLANI,74,Switzerland
vtze archive & Mc Ster,MTG DIAMANTE ROSA 2,75,Switzerland
Jazeek,Ma Baby,76,Switzerland
Dj Samir & Fyex,Montagem Rave Eterno,77,Switzerland
Sevdaliza & Pabllo Vittar & Yseult,Alibi,78,Switzerland
uniqe & nkeeei & ARTEM SHILOVETS,ГЛАМУР,79,Switzerland
neozilla,Christmas,80,Switzerland
Tansa,Powerful songs like action movie music,81,Switzerland
BCD Studio,Sunrise,82,Switzerland
Lonnex,losing,83,Switzerland
Platon Davydov,Dramatic Sad Violin,84,Switzerland
Apollo Nove,Creepy Violins,85,Switzerland
FETISH,Come Check This (Quickie Edit),86,Switzerland
Charlie Jeer,Her Eyes,87,Switzerland
Dann Close,5 Minute Silence,88,Switzerland
AMK,Malya,89,Switzerland
Tiakola & Ryflo & Oskoow,MANON B,90,Switzerland
GloRilla & Sexyy Red,WHATCHU KNO ABOUT ME,91,Switzerland
Skittlegirl Sound,"Spooky, quiet, scary atmosphere piano songs",92,Switzerland
daniel.mp3 & Zamaro,childhood,93,Switzerland
Nicki Minaj,Anaconda,94,Switzerland
UZI & JKSN,50G,95,Switzerland
ALEX&RUS,Дикая львица,96,Switzerland
.diedlonely & énouement,stellar (Sped Up),97,Switzerland
LXGAR & OZKXN & INXN,YEE!,98,Switzerland
Jason LoCricchio,Join the Team-Backing Track,99,Switzerland
Guy2Bezbar,Monaco,100,Switzerland
WZ Beat,Beat Automotivo Tan Tan Tan Viral,1,Taiwan
ROSÉ & Bruno Mars,APT.,2,Taiwan
吉星出租,暮色回响,3,Taiwan
DJ.King,我就皮一下哈哈哈,4,Taiwan
揽佬SKAI ISYOURGOD,八方来财,5,Taiwan
Zachz Winner,doodle - Slowed,6,Taiwan
Lay Bankz,Left Cheek (Doo Doo Blick),7,Taiwan
XGPRMI,JSS硬曲 (Tình yêu và Remix),8,Taiwan
皮卡潘,白鸽乌鸦相爱的戏码,9,Taiwan
善宇,做自己的光，不需要太亮 - Dj沈念版,10,Taiwan
Alphaville,Forever Young,11,Taiwan
欣雨歌,每天都有好心情,12,Taiwan
欣雨歌,你可爱的样子,13,Taiwan
Modern Talking,Brother Louie Mix '98 (feat. Eric Singleton) (Radio Edit),14,Taiwan
Eric Chou,Best Friend,15,Taiwan
Ryan.B & effie,No Reason,17,Taiwan
欣雨歌,美食的味道,18,Taiwan
Jin,Running Wild,19,Taiwan
Maki,Namumula - Preview,20,Taiwan
Kui,"Life Goes On (TV Series ""A Wonderful Journey"" Interlude Song)",21,Taiwan
Odetari,KEEP UP,22,Taiwan
낯설,to.,23,Taiwan
背景音乐小助手,新闻快讯 重大报道,24,Taiwan
仁辰 & 于行,蜜桃物语,25,Taiwan
flowerovlove,breaking news,26,Taiwan
Nastasya Shine,DRAMA DULU,27,Taiwan
宝石Gem\哩哩,执子之手,28,Taiwan
Halcyon Days & Halcyon Days,4.33 (Original Mix),29,Taiwan
Lady Gaga & Bruno Mars,Die With A Smile,30,Taiwan
Yu-Ching Fei,Yi Jian Mei (xue hua piao piao bei feng xiao xiao),31,Taiwan
Revina Alvira,Gara Gara Sebotol,33,Taiwan
位婷婷,拼命工作 努力赚钱（DJ版）,34,Taiwan
所爱隔山海,战曲,35,Taiwan
宋意弦,下辈子记得先爱自己,36,Taiwan
王宇宙Leto/乔浚丞,若月亮没来 (DJ铁柱),37,Taiwan
Kolisiøn,3 Segundos De Gloria,38,Taiwan
808Monster,MONEY IN MY POCKET,39,Taiwan
美丽音乐,哎呦我滴妈，哈哈哈,40,Taiwan
